,x,y,color,scale
0,0.9307887332420991,0.9621503985888258,red,64.72007520912875
1,0.24756249395204444,0.9207059298803425,red,147.77691960859903
2,0.7579383825115368,0.6485318996428916,red,61.6445215252688
3,0.2763689476715675,0.3946398270671365,red,132.01134177465272
4,0.7993354405806163,0.7488193457390954,red,89.15605465432648
5,0.16979909102429214,0.758349753207873,red,177.68667540733404
6,0.2607833196765186,0.21209787198734298,red,20.116323889875964
7,0.39803043078211864,0.5734819443821219,red,19.53693872242559
8,0.9484002538932046,0.4778409357663399,red,110.53752782925557
9,0.6401556368753293,0.07832866842141961,red,72.52525752744941
10,0.808631081389603,0.4438155164116845,red,171.98037689984625
11,0.7996786002252014,0.5528792711430659,red,171.57846769888388
12,0.07975846653359497,0.21189411283990622,red,84.24357432795769
13,0.29662560004599137,0.5297935937935573,red,109.00492443848782
14,0.8878455771420264,0.6991049426320877,red,195.4565718466792
15,0.41154294439494365,0.6108707317927613,red,27.142213271253212
16,0.24976597562039538,0.7673588582162424,red,84.1203044276027
17,0.45959414727695724,0.08847386185638761,red,83.92342316680292
18,0.8117251167679409,0.7180070907134559,red,176.1013431693603
19,0.7280171483369615,0.011780652502742628,red,178.4919662207764
20,0.11930831297736777,0.11056280734603241,red,65.19164784652061
21,0.967814744338569,0.04336375155213534,red,7.618691216470808
22,0.8767653746319413,0.6277401319775132,red,166.97178613204264
23,0.6477239002937337,0.3379801740286241,red,70.34872732710184
24,0.6738650066506047,0.12501362210058165,red,169.72471909316815
25,0.6571910363575243,0.7074373577478829,red,82.42586316832426
26,0.9880371493912293,0.28534415323104356,red,65.55398921791237
27,0.7026056890769815,0.7621450661323685,red,47.923139938616565
28,0.8892731201891009,0.05073572550243277,red,11.308663656347907
29,0.19368725766989714,0.5436947010596742,red,93.28008565651315
30,0.17518618147510323,0.10681266289073743,red,63.30743043979052
31,0.3818987518236352,0.1399949206350002,red,97.98304189412457
32,0.4049800938725292,0.7236852876939776,red,123.50304341760628
33,0.7415684186921883,0.41943593241745025,red,186.1364835988339
34,0.8996955081024162,0.07029118038685178,red,29.575990611567082
35,0.9858636043551786,0.2485752474414451,red,186.6355650888652
36,0.15806073617909366,0.6949587956898637,red,43.52689942508741
37,0.14082488156679906,0.6456111992192777,red,40.04909695367229
38,0.7563319110759178,0.8538482589145431,red,90.35676522513778
39,0.08544783150820867,0.8381568738507996,red,121.4593785709312
40,0.7415055980246124,0.49952182193102135,red,161.95206796570528
41,0.7089680387750149,0.4557567791089763,red,119.24506589433341
42,0.6417629237093652,0.50299877151074,red,104.78032775228581
43,0.06863763863914762,0.6365844496640344,red,48.230876631283024
44,0.709622047227487,0.9801006228081749,red,11.655570811788163
45,0.14465969126952272,0.4811924075936378,red,26.166870365329654
46,0.2965158995289984,0.6841493339188554,red,170.21776853542917
47,0.1531790879869972,0.5190935431339904,red,111.32523011170869
48,0.6560101297518153,0.9706903475806747,red,105.75735355396509
49,0.026579872825496453,0.36648820901333035,red,117.56352925033025
50,0.1414247154722228,0.8026405515672312,red,6.462378471666974
51,0.9108854829398315,0.7453116541034951,red,25.45138081169864
52,0.05264406530073751,0.7408277618080031,red,181.6800011609783
53,0.8773769882047507,0.47007733860170764,red,131.671920494326
54,0.3547966658632289,0.7187473523123993,red,7.6692010365521535
55,0.39997793495800127,0.2993296002896325,red,89.82768007956541
56,0.7932694431857028,0.9142549540387509,red,15.396456746037156
57,0.41394974899209114,0.8268454595070913,red,143.91514154815442
58,0.2139515563397658,0.028997122148425314,red,161.86873993829727
59,0.24694845995983483,0.8097062285350597,red,177.53540675644027
60,0.9493490602241471,0.5877217206038338,red,47.14331983339417
61,0.9794512046741032,0.9231987153032605,red,101.00909477209888
62,0.010611501308277704,0.23760162241675042,red,169.81676649092756
63,0.12826095281906613,0.987030915485195,red,7.227180127787003
64,0.7199475588759936,0.5649923193983905,red,108.52200894455721
65,0.5323684063638139,0.23535647457970688,red,112.51825669331066
66,0.7616707545185503,0.21285952892144655,red,155.36596709150172
67,0.7272327295363792,0.2891445886242262,red,14.152148958602616
68,0.6553385679514226,0.15989558368029577,red,3.0693199454787434
69,0.20214015912265237,0.516261569561271,red,21.690802716560587
70,0.041485490386851565,0.4490732067530697,red,167.6363280240396
71,0.2332383917469879,0.6579872168626623,red,118.21715814387419
72,0.5897083861440706,0.15834660842437642,red,66.68073145128363
73,0.10254729862994039,0.6047997843659915,red,44.05231477866944
74,0.4897704727765636,0.5296779914645572,red,94.95328410214279
75,0.9259070414834039,0.92529241228069,red,115.31014878073375
76,0.15018735192748234,0.5486250659439589,red,11.32601124545567
77,0.9692399744866492,0.01880808956860902,red,46.42378666434548
78,0.9081856428710416,0.1617909815525903,red,58.267245653333966
79,0.8645581207504376,0.8593426452709549,red,17.996772663695882
80,0.7564178457804024,0.40504489752345796,red,138.33370555270187
81,0.8675510547460697,0.3364728660637236,red,77.30445400222301
